#panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7
1.452785727377524,-0.743638196196103,2.880452041042635,-1.836803160104104,-0.402389489495092,2.027415998848547,0.527023161697719
1.564644738943953,-0.798259743824340,2.848734958510663,-1.838161977870467,-0.724653443783487,1.944473462661107,0.469731142171555
1.386200768117913,-0.587460485056827,2.873566577382816,-2.153371591249375,-0.714373341881567,2.663538772821426,0.534693492465157
1.948477085188917,-0.808061685501908,2.418667069527659,-2.110859526516685,-0.712611766341660,2.540442519194049,1.078633516588126
1.281768812285323,-0.590823781285860,2.860981447939287,-2.275858840408226,-0.718611507569900,3.177213118128537,0.733863356633151
1.146535188384223,-0.707382149311887,2.879833475363882,-2.282738151885745,-0.802830502119119,3.679966728448868,0.732149495729142
1.236333872928582,-0.844140666049823,2.866265394973720,-1.621482420704269,0.435989085747136,1.685327887928141,0.465819959688518
1.311600044583903,-0.659951404454415,2.867107104866123,-1.947893202769538,0.436344071146515,2.209803047206675,0.497856174918955
1.373199981989588,-0.590489866917593,2.868153865790231,-2.132342623997508,0.438574644641744,2.603805645845270,0.511064971733424
1.427225319655318,-0.590140803378941,2.883459473944495,-2.278163525441999,0.441920025106890,3.052959882974625,0.522099534950345
1.461858658815685,-0.643184203204875,2.891347581194227,-2.335875708533968,0.444102575937277,3.368678069670995,0.766151572568422
1.291563197312362,-0.586755987013556,2.875145996127212,-2.152450021134063,1.518901872941091,2.442515957117072,0.833823627281727
1.259363899569656,-0.670391662095722,2.843560713294036,-1.959863839565818,0.859044882406527,2.119469857772192,0.921907137795021
1.347133441082066,-0.695411161221956,2.852771067318094,-1.880228247374819,0.254854350801971,2.118071221271412,0.922504251448644
1.439209982063040,-0.721193452848067,2.858678920038941,-1.862022825547430,-0.239191117227642,2.092256481408407,0.932573301694753
1.488356158013647,-0.653673076228092,2.850859698521051,-2.036613444778863,-0.740133908961259,2.344927497466405,1.060876211770707
1.393117292321937,-0.582080319362774,2.872461541108866,-2.295538539664487,0.073000626779265,3.069171896877442,0.746657242951429
1.285315348332388,-0.585123354155185,2.885149521274534,-2.149740152583741,1.469435129110260,2.455258420566595,0.728616977978084
1.270174875947328,-0.743980726787375,2.834204727553603,-1.809234041503226,0.599732308889279,1.928513166666031,1.178650725450965
1.406580377210960,-0.783496861532788,2.853963990005693,-1.736105506011462,-0.065700162638608,1.906285099478758,1.002222232469461
1.525398896562425,-0.785655519184313,2.862039974881625,-1.822474271979305,-0.609206307416161,1.955560296861075,1.118271167723669
1.390333530302633,-0.672331652022243,2.841655582795288,-2.381603227925677,-0.090988492535390,3.572078201131551,1.126276058259712
1.390496835735806,-0.587112786964071,2.865028485534336,-2.157851229783632,0.011424997908231,2.676253041187948,1.287399337737096
1.305623526765733,-0.686593652290210,2.865379313566361,-1.894523103666073,0.406634711100343,2.121273561077314,1.210716905244730
1.224540665184257,-0.797091714549539,2.866082366474474,-1.708995290616958,0.540940553640142,1.785986831299685,1.201491144148840
1.362642103675848,-0.823187587403265,2.880711714632027,-1.655783762546786,-0.021262626879745,1.791434129912636,1.201436838754349
1.459704844351417,-0.840290932713942,2.888913477011961,-1.684518050395472,-0.397118539446985,1.792949634154638,1.201159330627792
1.533526447808535,-0.819083654730096,2.891113240249772,-1.799045419069945,-0.744256868986364,1.868414560339836,1.201502889584922
1.246453921819002,-0.625375738743430,2.888668550976536,-2.035657391895604,0.905545529845047,2.277644197702408,0.522229464016376
1.222680075987967,-0.601880607328917,2.885589950505992,-2.148631005616981,1.610214966451128,2.279117481470108,0.718988469769373
1.313675195403266,-0.574344915591408,2.891244320402369,-2.191036758749187,2.056807289438115,2.532892105340949,1.156954611484298
1.370954081328291,-0.587936694546750,2.893944041858944,-2.143514463158683,2.629738553679652,2.742590801477432,1.183127493503006
1.370601757395604,-0.588022879851492,2.890665944951021,-2.141450437497425,2.863093917965724,2.741989179213841,1.183541445382767
